smiles,pka_values,functional_groups,mapping,pka_matrix
CCSCCN,[9.44],"[{'type': 'PrimaryAmine', 'indices': [5]}]","{'9.44': {'type': 'PrimaryAmine', 'indices': [5]}}","[(5, 9.44)]"
OC(=O)COc1ccc(cc1)[N+]([O-])=O,[2.89],"[{'type': 'COOH', 'indices': [0]}]","{'2.89': {'type': 'COOH', 'indices': [0]}}","[(0, 2.89)]"
OC(=O)C1(O)CCCCC1,[4.01],"[{'type': 'COOH', 'indices': [0]}, {'type': 'AliphaticRingAlcohol', 'indices': [4]}]","{'4.01': {'type': 'COOH', 'indices': [0]}}","[(0, 4.01)]"
COc1ccccc1N(CC(O)=O)CC(O)=O,"[2.69, 5.58]","[{'type': 'COOH', 'indices': [11]}, {'type': 'COOH', 'indices': [15]}, {'type': 'TertiaryAmine', 'indices': [8]}]","{'2.69': {'type': 'COOH', 'indices': [11]}, '5.58': {'type': 'COOH', 'indices': [15]}}","[(11, 2.69), (15, 5.58)]"
Sc1ccc2ccccc2c1,[6.47],"[{'type': 'Thiol', 'indices': [0]}]","{'6.47': {'type': 'Thiol', 'indices': [0]}}","[(0, 6.47)]"
CC([C@H](N)C(O)=O)C(O)=O,"[1.99, 3.59, 9.48]","[{'type': 'COOH', 'indices': [5]}, {'type': 'COOH', 'indices': [8]}, {'type': 'PrimaryAmine', 'indices': [3]}]","{'1.99': {'type': 'COOH', 'indices': [5]}, '3.59': {'type': 'COOH', 'indices': [8]}, '9.48': {'type': 'PrimaryAmine', 'indices': [3]}}","[(5, 1.99), (8, 3.59), (3, 9.48)]"
NCCCC[C@H](NC(=O)CN)C(O)=O,"[2.8, 7.91, 10.23]","[{'type': 'COOH', 'indices': [12]}, {'type': 'PrimaryAmine', 'indices': [0]}, {'type': 'PrimaryAmine', 'indices': [10]}]","{'2.8': {'type': 'COOH', 'indices': [12]}, '7.91': {'type': 'PrimaryAmine', 'indices': [0]}, '10.23': {'type': 'PrimaryAmine', 'indices': [10]}}","[(12, 2.8), (0, 7.91), (10, 10.23)]"
OCc1ncccc1O,"[4.87, 8.84]","[{'type': 'Phenol', 'indices': [8]}, {'type': 'Pyridine', 'indices': [3]}]","{'4.87': {'type': 'Pyridine', 'indices': [3]}, '8.84': {'type': 'Phenol', 'indices': [8]}}","[(3, 4.87), (8, 8.84)]"
NCC(=O)NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,"[3.19, 7.91, 9.75]","[{'type': 'COOH', 'indices': [19]}, {'type': 'Phenol', 'indices': [15]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.19': {'type': 'COOH', 'indices': [19]}, '7.91': {'type': 'PrimaryAmine', 'indices': [0]}, '9.75': {'type': 'Phenol', 'indices': [15]}}","[(19, 3.19), (0, 7.91), (15, 9.75)]"
NCCCc1cccnc1,"[5.19, 10.05]","[{'type': 'Pyridine', 'indices': [8]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'5.19': {'type': 'Pyridine', 'indices': [8]}, '10.05': {'type': 'PrimaryAmine', 'indices': [0]}}","[(8, 5.19), (0, 10.05)]"
OC(=O)c1ccc(C(O)=O)c(c1)C(O)=O,"[2.41, 3.77, 5.04]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [8]}, {'type': 'COOH', 'indices': [13]}]","{'2.41': {'type': 'COOH', 'indices': [0]}, '3.77': {'type': 'COOH', 'indices': [8]}, '5.04': {'type': 'COOH', 'indices': [13]}}","[(0, 2.41), (8, 3.77), (13, 5.04)]"
NC(Cc1cc(I)c(O)c(I)c1)C(O)=O,"[6.16, 9.1]","[{'type': 'COOH', 'indices': [13]}, {'type': 'Phenol', 'indices': [8]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'6.16': {'type': 'COOH', 'indices': [13]}, '9.1': {'type': 'Phenol', 'indices': [8]}}","[(13, 6.16), (8, 9.1)]"
CN1C=CC=C(O)C1=O,[8.89],"[{'type': 'Phenol', 'indices': [6]}, {'type': 'Pyridine', 'indices': [1]}]","{'8.89': {'type': 'Phenol', 'indices': [6]}}","[(6, 8.89)]"
NCc1ccccc1,[9.41],"[{'type': 'PrimaryAmine', 'indices': [0]}]","{'9.41': {'type': 'PrimaryAmine', 'indices': [0]}}","[(0, 9.41)]"
NCCNC(=O)CC(=O)NCCN,"[8.69, 9.18]","[{'type': 'PrimaryAmine', 'indices': [0]}, {'type': 'PrimaryAmine', 'indices': [12]}]","{'8.69': {'type': 'PrimaryAmine', 'indices': [0]}, '9.18': {'type': 'PrimaryAmine', 'indices': [12]}}","[(0, 8.69), (12, 9.18)]"
Cc1ccc(c(C)n1)[S](O)(=O)=O,[4.8],"[{'type': 'SulfonicAcid', 'indices': [9]}, {'type': 'Pyridine', 'indices': [7]}]","{'4.8': {'type': 'Pyridine', 'indices': [7]}}","[(7, 4.8)]"
C[C@H](N)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(O)=O,"[3.34, 8.2]","[{'type': 'COOH', 'indices': [21]}, {'type': 'PrimaryAmine', 'indices': [2]}]","{'3.34': {'type': 'COOH', 'indices': [21]}, '8.2': {'type': 'PrimaryAmine', 'indices': [2]}}","[(21, 3.34), (2, 8.2)]"
N[C@@H](Cc1ccc(O)cc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc3ccccc3)C(O)=O,"[3.14, 7.47, 9.79]","[{'type': 'COOH', 'indices': [29]}, {'type': 'Phenol', 'indices': [7]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.14': {'type': 'COOH', 'indices': [29]}, '7.47': {'type': 'PrimaryAmine', 'indices': [0]}, '9.79': {'type': 'Phenol', 'indices': [7]}}","[(29, 3.14), (0, 7.47), (7, 9.79)]"
COc1ccc(C=O)cc1O,[8.89],"[{'type': 'Phenol', 'indices': [10]}]","{'8.89': {'type': 'Phenol', 'indices': [10]}}","[(10, 8.89)]"
COCCN,[9.48],"[{'type': 'PrimaryAmine', 'indices': [4]}]","{'9.48': {'type': 'PrimaryAmine', 'indices': [4]}}","[(4, 9.48)]"
NCCCc1ccccn1,"[4.98, 10.1]","[{'type': 'Pyridine', 'indices': [9]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'4.98': {'type': 'Pyridine', 'indices': [9]}, '10.1': {'type': 'PrimaryAmine', 'indices': [0]}}","[(9, 4.98), (0, 10.1)]"
OC([P](O)(O)=O)[P](O)(O)=O,"[2.67, 6.92, 10.41]","[{'type': 'Phosphate', 'indices': [3]}, {'type': 'Phosphate', 'indices': [4]}, {'type': 'Phosphate', 'indices': [7]}, {'type': 'Phosphate', 'indices': [8]}]","{'2.67': {'type': 'Phosphate', 'indices': [3]}, '6.92': {'type': 'Phosphate', 'indices': [4]}, '10.41': {'type': 'Phosphate', 'indices': [7]}}","[(3, 2.67), (4, 6.92), (7, 10.41)]"
OC(=O)COc1cccc(Br)c1,[3.1],"[{'type': 'COOH', 'indices': [0]}]","{'3.1': {'type': 'COOH', 'indices': [0]}}","[(0, 3.1)]"
NCCCCc1ccccc1,[10.52],"[{'type': 'PrimaryAmine', 'indices': [0]}]","{'10.52': {'type': 'PrimaryAmine', 'indices': [0]}}","[(0, 10.52)]"
OC(=O)CSc1ccc(cc1)[N+]([O-])=O,[2.98],"[{'type': 'COOH', 'indices': [0]}]","{'2.98': {'type': 'COOH', 'indices': [0]}}","[(0, 2.98)]"
OC(=O)CCCCCCC(O)=O,"[4.42, 5.11]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [10]}]","{'4.42': {'type': 'COOH', 'indices': [0]}, '5.11': {'type': 'COOH', 'indices': [10]}}","[(0, 4.42), (10, 5.11)]"
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,[4.02],"[{'type': 'Phenol', 'indices': [0]}]","{'4.02': {'type': 'Phenol', 'indices': [0]}}","[(0, 4.02)]"
O[C@@H]1CC[C@H](CC1)C(O)=O,[4.58],"[{'type': 'COOH', 'indices': [8]}, {'type': 'AliphaticRingAlcohol', 'indices': [0]}]","{'4.58': {'type': 'COOH', 'indices': [8]}}","[(8, 4.58)]"
NCCC(=O)NCC(O)=O,"[3.2, 9.4]","[{'type': 'COOH', 'indices': [8]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.2': {'type': 'COOH', 'indices': [8]}, '9.4': {'type': 'PrimaryAmine', 'indices': [0]}}","[(8, 3.2), (0, 9.4)]"
OC(=O)CNC(=O)CNC(=O)CNC(=O)CN(CC(O)=O)CC(O)=O,"[2.22, 3.45, 6.34]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [19]}, {'type': 'COOH', 'indices': [23]}, {'type': 'TertiaryAmine', 'indices': [16]}]","{'2.22': {'type': 'COOH', 'indices': [0]}, '3.45': {'type': 'COOH', 'indices': [19]}, '6.34': {'type': 'COOH', 'indices': [23]}}","[(0, 2.22), (19, 3.45), (23, 6.34)]"
NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(O)=O)C(O)=O,"[2.46, 4.4, 8.53]","[{'type': 'COOH', 'indices': [27]}, {'type': 'COOH', 'indices': [30]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'2.46': {'type': 'COOH', 'indices': [27]}, '4.4': {'type': 'COOH', 'indices': [30]}, '8.53': {'type': 'PrimaryAmine', 'indices': [0]}}","[(27, 2.46), (30, 4.4), (0, 8.53)]"
CCC(=O)NO,[9.44],"[{'type': 'NHydroxylamine', 'indices': [5]}]","{'9.44': {'type': 'NHydroxylamine', 'indices': [5]}}","[(5, 9.44)]"
Cc1ccccc1[Se]CC(O)=O,[3.65],"[{'type': 'COOH', 'indices': [10]}]","{'3.65': {'type': 'COOH', 'indices': [10]}}","[(10, 3.65)]"
OC(=O)c1ccc(I)cc1,[4.0],"[{'type': 'COOH', 'indices': [0]}]","{'4.0': {'type': 'COOH', 'indices': [0]}}","[(0, 4.0)]"
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc2ccc(O)cc2)C(O)=O,"[3.21, 7.33, 9.68, 10.47]","[{'type': 'COOH', 'indices': [23]}, {'type': 'Phenol', 'indices': [7]}, {'type': 'Phenol', 'indices': [19]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.21': {'type': 'COOH', 'indices': [23]}, '7.33': {'type': 'PrimaryAmine', 'indices': [0]}, '9.68': {'type': 'Phenol', 'indices': [7]}, '10.47': {'type': 'Phenol', 'indices': [19]}}","[(23, 3.21), (0, 7.33), (7, 9.68), (19, 10.47)]"
NCCCNCCCCNCCCN,"[7.91, 8.85, 9.99, 10.82]","[{'type': 'SecondaryAmine', 'indices': [4]}, {'type': 'SecondaryAmine', 'indices': [9]}, {'type': 'PrimaryAmine', 'indices': [0]}, {'type': 'PrimaryAmine', 'indices': [13]}]","{'7.91': {'type': 'PrimaryAmine', 'indices': [0]}, '8.85': {'type': 'PrimaryAmine', 'indices': [13]}, '9.99': {'type': 'SecondaryAmine', 'indices': [4]}, '10.82': {'type': 'SecondaryAmine', 'indices': [9]}}","[(0, 7.91), (13, 8.85), (4, 9.99), (9, 10.82)]"
c1ccc(C=Cc2ccccn2)nc1,"[2.81, 4.95]","[{'type': 'Pyridine', 'indices': [12]}, {'type': 'Pyridine', 'indices': [11]}]","{'2.81': {'type': 'Pyridine', 'indices': [12]}, '4.95': {'type': 'Pyridine', 'indices': [11]}}","[(12, 2.81), (11, 4.95)]"
OC(=O)CSSCC(O)=O,"[2.97, 3.8]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [8]}]","{'2.97': {'type': 'COOH', 'indices': [0]}, '3.8': {'type': 'COOH', 'indices': [8]}}","[(0, 2.97), (8, 3.8)]"
Cc1ccc(O)c(CN2CCN(CCN(CC2)Cc3nc(C)ccc3O)Cc4nc(C)ccc4O)n1,"[4.28, 5.35, 7.0, 9.73, 10.86, 12.1]","[{'type': 'Phenol', 'indices': [5]}, {'type': 'Phenol', 'indices': [25]}, {'type': 'Phenol', 'indices': [34]}, {'type': 'Pyridine', 'indices': [35]}, {'type': 'Pyridine', 'indices': [19]}, {'type': 'Pyridine', 'indices': [28]}, {'type': 'TertiaryAmine', 'indices': [8]}, {'type': 'TertiaryAmine', 'indices': [11]}, {'type': 'TertiaryAmine', 'indices': [14]}]","{'4.28': {'type': 'Pyridine', 'indices': [35]}, '5.35': {'type': 'Pyridine', 'indices': [19]}, '7.0': {'type': 'Pyridine', 'indices': [28]}, '9.73': {'type': 'Phenol', 'indices': [5]}, '10.86': {'type': 'TertiaryAmine', 'indices': [8]}, '12.1': {'type': 'TertiaryAmine', 'indices': [11]}}","[(35, 4.28), (19, 5.35), (28, 7.0), (5, 9.73), (8, 10.86), (11, 12.1)]"
CN1C(=O)C(=NNC(N)=S)c2cc(ccc12)[S](O)(=O)=O,[8.48],"[{'type': 'SulfonicAcid', 'indices': [17]}, {'type': 'SecondaryAmine', 'indices': [6]}, {'type': 'PrimaryAmine', 'indices': [8]}]","{'8.48': {'type': 'PrimaryAmine', 'indices': [8]}}","[(8, 8.48)]"
CNC(=O)[C@@H](N)CCSC,[7.33],"[{'type': 'PrimaryAmine', 'indices': [5]}]","{'7.33': {'type': 'PrimaryAmine', 'indices': [5]}}","[(5, 7.33)]"
CC(CO)(CO)C(O)=O,[4.52],"[{'type': 'COOH', 'indices': [7]}]","{'4.52': {'type': 'COOH', 'indices': [7]}}","[(7, 4.52)]"
COC(=O)CNC(=O)CN,[7.78],"[{'type': 'PrimaryAmine', 'indices': [9]}]","{'7.78': {'type': 'PrimaryAmine', 'indices': [9]}}","[(9, 7.78)]"
OC(=O)c1c(F)c(F)c(F)c(F)c1F,[1.5],"[{'type': 'COOH', 'indices': [0]}]","{'1.5': {'type': 'COOH', 'indices': [0]}}","[(0, 1.5)]"
CNC(=S)C(=S)NC,"[11.67, 14.2]","[{'type': 'SecondaryAmine', 'indices': [1]}, {'type': 'SecondaryAmine', 'indices': [6]}]","{'11.67': {'type': 'SecondaryAmine', 'indices': [1]}, '14.2': {'type': 'SecondaryAmine', 'indices': [6]}}","[(1, 11.67), (6, 14.2)]"
N[C@@H](CO)C(=O)NCC(O)=O,"[3.15, 7.34]","[{'type': 'COOH', 'indices': [9]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.15': {'type': 'COOH', 'indices': [9]}, '7.34': {'type': 'PrimaryAmine', 'indices': [0]}}","[(9, 3.15), (0, 7.34)]"
CC(O)C(O)=O,[3.73],"[{'type': 'COOH', 'indices': [4]}]","{'3.73': {'type': 'COOH', 'indices': [4]}}","[(4, 3.73)]"
N[C@@H](Cc1ccc(O)cc1)C(N)=O,"[7.42, 9.83]","[{'type': 'Phenol', 'indices': [7]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'7.42': {'type': 'PrimaryAmine', 'indices': [0]}, '9.83': {'type': 'Phenol', 'indices': [7]}}","[(0, 7.42), (7, 9.83)]"
OC(=O)CSCCN(CC(O)=O)CC(O)=O,"[2.0, 3.53, 8.82]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [10]}, {'type': 'COOH', 'indices': [14]}, {'type': 'TertiaryAmine', 'indices': [7]}]","{'2.0': {'type': 'COOH', 'indices': [0]}, '3.53': {'type': 'COOH', 'indices': [10]}, '8.82': {'type': 'TertiaryAmine', 'indices': [7]}}","[(0, 2.0), (10, 3.53), (7, 8.82)]"
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NO,"[7.04, 9.09]","[{'type': 'NHydroxylamine', 'indices': [15]}, {'type': 'Indole', 'indices': [5]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'7.04': {'type': 'PrimaryAmine', 'indices': [0]}, '9.09': {'type': 'NHydroxylamine', 'indices': [15]}}","[(0, 7.04), (15, 9.09)]"
CC(N)C(=O)NC(C)(C)C(N)=O,[7.93],"[{'type': 'PrimaryAmine', 'indices': [2]}]","{'7.93': {'type': 'PrimaryAmine', 'indices': [2]}}","[(2, 7.93)]"
C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](CS)C(O)=O,"[3.22, 7.96, 9.73]","[{'type': 'COOH', 'indices': [15]}, {'type': 'Thiol', 'indices': [13]}, {'type': 'PrimaryAmine', 'indices': [2]}]","{'3.22': {'type': 'COOH', 'indices': [15]}, '7.96': {'type': 'Thiol', 'indices': [13]}, '9.73': {'type': 'PrimaryAmine', 'indices': [2]}}","[(15, 3.22), (13, 7.96), (2, 9.73)]"
OC(=O)CCCCCCCC(O)=O,"[4.44, 5.13]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [11]}]","{'4.44': {'type': 'COOH', 'indices': [0]}, '5.13': {'type': 'COOH', 'indices': [11]}}","[(0, 4.44), (11, 5.13)]"
CCCCOC(=O)CN,[7.78],"[{'type': 'PrimaryAmine', 'indices': [8]}]","{'7.78': {'type': 'PrimaryAmine', 'indices': [8]}}","[(8, 7.78)]"
N[C@@H](CC(O)=O)C(=O)NCC(O)=O,"[2.82, 3.67, 8.03]","[{'type': 'COOH', 'indices': [4]}, {'type': 'COOH', 'indices': [11]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'2.82': {'type': 'COOH', 'indices': [4]}, '3.67': {'type': 'COOH', 'indices': [11]}, '8.03': {'type': 'PrimaryAmine', 'indices': [0]}}","[(4, 2.82), (11, 3.67), (0, 8.03)]"
CCOc1ccc([Se]CC(O)=O)cc1,[3.75],"[{'type': 'COOH', 'indices': [10]}]","{'3.75': {'type': 'COOH', 'indices': [10]}}","[(10, 3.75)]"
OC(=O)C[Se]CCC=C,[3.77],"[{'type': 'COOH', 'indices': [0]}]","{'3.77': {'type': 'COOH', 'indices': [0]}}","[(0, 3.77)]"
COc1ccc(CC(O)=O)cc1OC,[4.33],"[{'type': 'COOH', 'indices': [8]}]","{'4.33': {'type': 'COOH', 'indices': [8]}}","[(8, 4.33)]"
COC(=O)c1ccccc1O,[9.97],"[{'type': 'Phenol', 'indices': [10]}]","{'9.97': {'type': 'Phenol', 'indices': [10]}}","[(10, 9.97)]"
OC(=O)COc1ccc(I)cc1,[3.16],"[{'type': 'COOH', 'indices': [0]}]","{'3.16': {'type': 'COOH', 'indices': [0]}}","[(0, 3.16)]"
Cc1ccccn1,[5.99],"[{'type': 'Pyridine', 'indices': [6]}]","{'5.99': {'type': 'Pyridine', 'indices': [6]}}","[(6, 5.99)]"
NC(O)=O,[6.76],"[{'type': 'COOH', 'indices': [2]}]","{'6.76': {'type': 'COOH', 'indices': [2]}}","[(2, 6.76)]"
C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,"[3.31, 7.83]","[{'type': 'COOH', 'indices': [19]}, {'type': 'PrimaryAmine', 'indices': [2]}]","{'3.31': {'type': 'COOH', 'indices': [19]}, '7.83': {'type': 'PrimaryAmine', 'indices': [2]}}","[(19, 3.31), (2, 7.83)]"
NC(=O)Cc1cccnc1,[4.72],"[{'type': 'Pyridine', 'indices': [8]}]","{'4.72': {'type': 'Pyridine', 'indices': [8]}}","[(8, 4.72)]"
N[C@@H](CS)C(=O)NCC(O)=O,"[3.15, 6.91, 9.3]","[{'type': 'COOH', 'indices': [9]}, {'type': 'Thiol', 'indices': [3]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'3.15': {'type': 'COOH', 'indices': [9]}, '6.91': {'type': 'Thiol', 'indices': [3]}, '9.3': {'type': 'PrimaryAmine', 'indices': [0]}}","[(9, 3.15), (3, 6.91), (0, 9.3)]"
C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N[C@@H](C)C(O)=O,"[3.13, 7.82]","[{'type': 'COOH', 'indices': [19]}, {'type': 'PrimaryAmine', 'indices': [2]}]","{'3.13': {'type': 'COOH', 'indices': [19]}, '7.82': {'type': 'PrimaryAmine', 'indices': [2]}}","[(19, 3.13), (2, 7.82)]"
Cc1cccc(C)c1S,[7.38],"[{'type': 'Thiol', 'indices': [8]}]","{'7.38': {'type': 'Thiol', 'indices': [8]}}","[(8, 7.38)]"
CSCC[C@H](N)C(=O)NCC(O)=O,"[3.16, 7.59]","[{'type': 'COOH', 'indices': [11]}, {'type': 'PrimaryAmine', 'indices': [5]}]","{'3.16': {'type': 'COOH', 'indices': [11]}, '7.59': {'type': 'PrimaryAmine', 'indices': [5]}}","[(11, 3.16), (5, 7.59)]"
OC(=O)CC(=C)C(O)=O,"[3.71, 5.24]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [7]}]","{'3.71': {'type': 'COOH', 'indices': [0]}, '5.24': {'type': 'COOH', 'indices': [7]}}","[(0, 3.71), (7, 5.24)]"
OC(Cc1c[nH]cn1)C(O)=O,"[3.0, 7.31]","[{'type': 'COOH', 'indices': [9]}, {'type': 'Imidazole', 'indices': [7]}]","{'3.0': {'type': 'COOH', 'indices': [9]}, '7.31': {'type': 'Imidazole', 'indices': [7]}}","[(9, 3.0), (7, 7.31)]"
CC(C)C[C@H](NC(=O)CN)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,"[3.14, 8.07, 10.3]","[{'type': 'COOH', 'indices': [23]}, {'type': 'Phenol', 'indices': [19]}, {'type': 'PrimaryAmine', 'indices': [9]}]","{'3.14': {'type': 'COOH', 'indices': [23]}, '8.07': {'type': 'Phenol', 'indices': [19]}, '10.3': {'type': 'PrimaryAmine', 'indices': [9]}}","[(23, 3.14), (19, 8.07), (9, 10.3)]"
OC(=O)CC(=O)C(O)=O,"[2.3, 3.95]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [7]}]","{'2.3': {'type': 'COOH', 'indices': [0]}, '3.95': {'type': 'COOH', 'indices': [7]}}","[(0, 2.3), (7, 3.95)]"
CC(C)C[C@H](N)C(=O)NO,"[7.2, 9.12]","[{'type': 'NHydroxylamine', 'indices': [9]}, {'type': 'PrimaryAmine', 'indices': [5]}]","{'7.2': {'type': 'PrimaryAmine', 'indices': [5]}, '9.12': {'type': 'NHydroxylamine', 'indices': [9]}}","[(5, 7.2), (9, 9.12)]"
Cc1cccc([Se]CC(O)=O)c1,[3.67],"[{'type': 'COOH', 'indices': [9]}]","{'3.67': {'type': 'COOH', 'indices': [9]}}","[(9, 3.67)]"
COc1ccccc1S,[6.89],"[{'type': 'Thiol', 'indices': [8]}]","{'6.89': {'type': 'Thiol', 'indices': [8]}}","[(8, 6.89)]"
CCC(C)(C(O)=O)C(O)=O,"[2.86, 6.41]","[{'type': 'COOH', 'indices': [5]}, {'type': 'COOH', 'indices': [8]}]","{'2.86': {'type': 'COOH', 'indices': [5]}, '6.41': {'type': 'COOH', 'indices': [8]}}","[(5, 2.86), (8, 6.41)]"
CC(C)C[C@H](N)C(=O)N[C@H](Cc1ccccc1)C(O)=O,"[2.89, 8.15]","[{'type': 'COOH', 'indices': [18]}, {'type': 'PrimaryAmine', 'indices': [5]}]","{'2.89': {'type': 'COOH', 'indices': [18]}, '8.15': {'type': 'PrimaryAmine', 'indices': [5]}}","[(18, 2.89), (5, 8.15)]"
OC(=O)CSc1ccccc1[N+]([O-])=O,[2.99],"[{'type': 'COOH', 'indices': [0]}]","{'2.99': {'type': 'COOH', 'indices': [0]}}","[(0, 2.99)]"
NCCCC[S](O)(=O)=O,[10.24],"[{'type': 'SulfonicAcid', 'indices': [6]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'10.24': {'type': 'PrimaryAmine', 'indices': [0]}}","[(0, 10.24)]"
NCCCCc1cccnc1,"[5.52, 10.16]","[{'type': 'Pyridine', 'indices': [9]}, {'type': 'PrimaryAmine', 'indices': [0]}]","{'5.52': {'type': 'Pyridine', 'indices': [9]}, '10.16': {'type': 'PrimaryAmine', 'indices': [0]}}","[(9, 5.52), (0, 10.16)]"
OC(=O)c1cccc(C(O)=O)c1C(O)=O,"[2.64, 3.89, 5.47]","[{'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [9]}, {'type': 'COOH', 'indices': [13]}]","{'2.64': {'type': 'COOH', 'indices': [0]}, '3.89': {'type': 'COOH', 'indices': [9]}, '5.47': {'type': 'COOH', 'indices': [13]}}","[(0, 2.64), (9, 3.89), (13, 5.47)]"
OC(=O)CN(CC(O)=O)c1cccc(c1)[S](O)(=O)=O,"[2.36, 4.79]","[{'type': 'SulfonicAcid', 'indices': [16]}, {'type': 'COOH', 'indices': [0]}, {'type': 'COOH', 'indices': [7]}, {'type': 'TertiaryAmine', 'indices': [4]}]","{'2.36': {'type': 'COOH', 'indices': [0]}, '4.79': {'type': 'COOH', 'indices': [7]}}","[(0, 2.36), (7, 4.79)]"
NCCCCCO,[10.76],"[{'type': 'PrimaryAmine', 'indices': [0]}]","{'10.76': {'type': 'PrimaryAmine', 'indices': [0]}}","[(0, 10.76)]"
Oc1ccc(cc1)[S](O)(=O)=O,[8.79],"[{'type': 'SulfonicAcid', 'indices': [8]}, {'type': 'Phenol', 'indices': [0]}]","{'8.79': {'type': 'Phenol', 'indices': [0]}}","[(0, 8.79)]"
C=Cc1ccncc1,[5.4],"[{'type': 'Pyridine', 'indices': [5]}]","{'5.4': {'type': 'Pyridine', 'indices': [5]}}","[(5, 5.4)]"
CCOC(=O)C(N)C(C)C,[7.75],"[{'type': 'PrimaryAmine', 'indices': [6]}]","{'7.75': {'type': 'PrimaryAmine', 'indices': [6]}}","[(6, 7.75)]"
Oc1cccc2cccnc12,"[5.22, 9.72]","[{'type': 'Phenol', 'indices': [0]}, {'type': 'Pyridine', 'indices': [9]}]","{'5.22': {'type': 'Pyridine', 'indices': [9]}, '9.72': {'type': 'Phenol', 'indices': [0]}}","[(9, 5.22), (0, 9.72)]"
CCC(C(O)=O)C(O)=O,"[2.88, 5.65]","[{'type': 'COOH', 'indices': [4]}, {'type': 'COOH', 'indices': [7]}]","{'2.88': {'type': 'COOH', 'indices': [4]}, '5.65': {'type': 'COOH', 'indices': [7]}}","[(4, 2.88), (7, 5.65)]"
CC1=CC(=O)C(=CO1)O,[8.06],"[{'type': 'Phenol', 'indices': [8]}]","{'8.06': {'type': 'Phenol', 'indices': [8]}}","[(8, 8.06)]"
OC(=O)C[Se]c1ccc(cc1)[N+]([O-])=O,[3.34],"[{'type': 'COOH', 'indices': [0]}]","{'3.34': {'type': 'COOH', 'indices': [0]}}","[(0, 3.34)]"
OC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]2CCC(=O)N2,"[2.7, 7.18]","[{'type': 'COOH', 'indices': [0]}, {'type': 'Imidazole', 'indices': [9]}]","{'2.7': {'type': 'COOH', 'indices': [0]}, '7.18': {'type': 'Imidazole', 'indices': [9]}}","[(0, 2.7), (9, 7.18)]"
COc1cc(CCC(O)=O)ccc1O,"[4.48, 9.87]","[{'type': 'COOH', 'indices': [8]}, {'type': 'Phenol', 'indices': [13]}]","{'4.48': {'type': 'COOH', 'indices': [8]}, '9.87': {'type': 'Phenol', 'indices': [13]}}","[(8, 4.48), (13, 9.87)]"
c1cncc(c1)c2cccnc2,[4.6],"[{'type': 'Pyridine', 'indices': [2]}, {'type': 'Pyridine', 'indices': [10]}]","{'4.6': {'type': 'Pyridine', 'indices': [2]}}","[(2, 4.6)]"
